,ruleid,rule,upi,fresp,code,function
302,2,All are the same size,cmnvimzjrf,"There can be green and red blocks only, no purple. If green and red are together, they must all be the same size.",d,"forall(function(x1){forall(function(x2){and(or(equal(x1,'red','colour'), equal(x1,'green','colour')), or(equal(x1,x2,'size'), equal(x1,x2,'colour')))}, X)}, X)"
303,2,All are the same size,eprumtunkk,I have no idea ,n,
304,2,All are the same size,garvmmwjwh,"I think the yoks can be any color, but I suspect that they cannot be stacked on each other",d,"forall(function(x1){forall(function(x2){not(hor(x1,x2,'stacked'))}, X)}, X)"
305,2,All are the same size,oozefhavib,They need to be the same size  for the stars to come out,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
306,2,All are the same size,psbaqbrwjt,All objects must be the same size,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
307,2,All are the same size,wsuhwfjzbr,I do not know the special rule for tigs.,n,
308,2,All are the same size,aezlpkseyg,Two triangles side by side with another triangle to the side of them with a space in between. all of the same size.,o,"forall(function(x1){forall(function(x2){and(not(hor(x1,x2,'contact')), equal(x1,x2,'size'))}, X)}, X)"
309,2,All are the same size,uizgidkvdm,Stars seem to come out of the yoks if they are all the same size.,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
310,2,All are the same size,nvnrkksmit,"All the symbols have to be the same size,",c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
311,2,All are the same size,walbpcrtau,The characters should be of same size.,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
312,2,All are the same size,toafksdbom,"Tigs will come out when two large ones, no matter the color, are touching. ",d,"exists(function(x1){exists(function(x2){and(and(equal(x1,3,'size'), equal(x2,3,'size')), hor(x1,x2,'contact'))}, X)}, X)"
313,2,All are the same size,xcmvwgxolf,all pieces need to be the same size,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
314,2,All are the same size,agkyeueoas,The blocks must all be the same size for the stars to come out.,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
315,2,All are the same size,grvepgozqb,Stars will come out when no more than two colors of pimwits are present.,d,"exists(function(x1){exists(function(x2){forall(function(x3){or(equal(x3,x1,'colour'), equal(x3,x2,'colour'))}, X)}, X)}, X)"
316,2,All are the same size,hccfdfsuum,All blocks should be same size,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
317,2,All are the same size,geopmvlndi,"I think they need to be all the same size in order for the stars to come out. I thought the colors might matter, but Im not sure.",c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
318,2,All are the same size,zbggjxcvuu,"same size ones pointing upwards
",o,"forall(function(x1){forall(function(x2){and(equal(x1,x2,'size'), equal(x1,'upright','orientation'))}, X)}, X)"
319,2,All are the same size,iadryrexqo,"I think bemmies show stars if each of the blocks is the same size, regardless of color, orientation(such as upright or on its side) or how many objects there are, as long as they are exactly the same size.",c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
320,2,All are the same size,vltlpgocqb,No more than 2 of the same color,d,"atmost(function(x1){exists(function(x2){and(equal(x1,x2,'colour'), not(equal(x1,x2,'object')))}, X)},2, X)"
321,2,All are the same size,hxgoohdfvi,Any amount or color of blocks will shoot stars as long as they are not touching each other.,d,"forall(function(x1){forall(function(x2){not(hor(x1,x2,'contact'))}, X)}, X)"
322,2,All are the same size,conmvlhlgo,All the blocks are the same size.,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
323,2,All are the same size,mznmogndzw,There has to be a red and two green angles pointing up and not on their sides. ,d,"exactly(function(x1){exactly(function(x2){forall(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3,'upright','orientation'))}, X)}, 2, X)}, 1, X)"
324,2,All are the same size,rlthgmsegt,"It seemed like if it was a large triangle or if it included green or blue, stars always came out",d,"exists(function(x1){or(or(equal(x1,3,'size'), equal(x1,'blue','colour')), equal(x1,'green','colour'))}, X)"
325,2,All are the same size,xefdssuqsx,"I think the rule is that bemmies come out if there is at least one green triangle, but the green triangle has to be in an upright position (cant be angled)",d,"exists(function(x1){and(equal(x1,'green','colour'), equal(x1,'upright','orientation'))}, X)"
326,2,All are the same size,mikejpbltc,"I think only the largest of the bemmies will make the stars shoot out, as long as you all the largest ones are in there it will go off",d,"exists(function(x1){equal(x1,3,'size')}, X)"
327,2,All are the same size,wxghchdwtc,The bemmies all had to be the same size.,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
328,2,All are the same size,rzrpjzwpua,"They can not touch each other, have to separated.",d,"forall(function(x1){forall(function(x2){not(hor(x1,x2,'contact'))}, X)}, X)"
329,2,All are the same size,zblqdccjyg,All the yoks are the same size. ,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
330,2,All are the same size,nsycrlsseg,There is no small triangle.,d,"forall(function(x1){not(equal(x1,1,'size'))}, X)"
331,2,All are the same size,qoggilfnyb,i dont know,n,
332,2,All are the same size,azkqsplqvx,I only picked one on the last screen because I had to pick at least one.  The only rule I could find is that there had to be only one of the largest blocks and it had to be right-side-up.,d,"exactly(function(x1){forall(function(x2){and(equal(x1,3,'size'), or(not(equal(x2,3,'size')), equal(x2,'upright','orientation')))}, X)}, 1, X)"
333,2,All are the same size,gxdhieftck,The green block must be placed next to red block,d,"exists(function(x1){exists(function(x2){and(and(equal(x1,'green','colour'), equal(x2,'red','colour')), equal(x1,x2,'ypos'))}, X)}, X)"
334,2,All are the same size,zvqbvbzaox,the triangles cannot touch each other,d,"forall(function(x1){forall(function(x2){not(hor(x1,x2,'contact'))}, X)}, X)"
335,2,All are the same size,fwbgjmzbof,All of the blocks must be the same size,c,"forall(function(x1){forall(function(x2){equal(x1,x2,'size')}, X)}, X)"
336,2,All are the same size,rdsmyidehb,"No two designs are the same, play with the blocks and see what happens.",n,
337,3,Nothing is upright,cbkluyqyam,the block must touch at least one other block and must not be standing upright.,d,"exists(function(x1){exists(function(x2){and(hor(x1,x2,'contact'), not(equal(x1,'upright','orientation')))}, X)}, X)"
338,3,Nothing is upright,cvtwudraqm,When the blue cone is the smallest and laying on its side,d,"exists(function(x1){forall(function(x2){and(equal(x1,'blue','colour'), or(equal(x1,x2,'object'), less(x1,x2,'size')))}, X)}, X)"
339,3,Nothing is upright,vlockciwzp,There has to be two of the same color pointing at one of another color.,d,"exactly(function(x1){exactly(function(x2){and(not(equal(x1,x2,'colour')), hor(x1,x2, 'pointing'))}, 1, X)}, 2, X)"
340,3,Nothing is upright,kgbijmrczj,I have no idea.,n,
341,3,Nothing is upright,vcuqgjegsa,Tigs must have two red pieces that are touching and one blue piece on its side,d,"exactly(function(x1){exactly(function(x2){exactly(function(x3){and(and(and(and(equal(x1,'red','colour'), equal(x2,'red','colour')), equal(x3,'blue','colour')), hor(x1,x2,'contact')), not(equal(x1,x2,'object')))}, 1, X)}, 1, X)}, 1, X)"
342,3,Nothing is upright,bhdujwkcbn,A large red on its side,o,"exists(function(x1){and(and(equal(x1,3,'size'), equal(x1,'red','colour')), or(equal(x1,'lhs','orientation'), equal(x1,'rhs','orientation')))}, X)"
343,3,Nothing is upright,pvydutloyc,Yoks must not point upward. They must be tilted or placed on their side.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
344,3,Nothing is upright,oppkyacsnu,The pimwits make stars only if none of the blocks are upright.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
345,3,Nothing is upright,diwvecfaqr,must have two reds and one blue,d,"exactly(function(x1){exactly(function(x2){and(equal(x1,'red','colour'), equal(x2,'blue','colour'))}, 1, X)}, 2, X)"
346,3,Nothing is upright,xgkqtbnuol,At least three blocks have to be horizontal,d,
347,3,Nothing is upright,gfskfcekgs,I believe the rule is no object is pointing up or overlapping,o,"forall(function(x1){forall(function(x2){and(not(equal(x1,'upright','orientation')), not(hor(x1,x2,'contact')))},X)}, X)"
348,3,Nothing is upright,ueeodbekmp,All the blocks must be tilted.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
349,3,Nothing is upright,qqvfwssvmb,There must be one big red block.,d,"exactly(function(x1){and(equal(x1,'red','colour'), equal(x1, 3, 'size'))}, 1, X)"
350,3,Nothing is upright,pcebewminm,"when there is only red block
when there is no blue block",m,"forall(function(x1){equal(x1,'red','colour')}, X)"
351,3,Nothing is upright,cmnvimzjrf,"There can only be red and purple blocks, no greens.",d,"forall(function(x1){not(equal(x1,'green','colour'))}, X)"
352,3,Nothing is upright,eprumtunkk,I have not idea,n,
353,3,Nothing is upright,garvmmwjwh,"I think there has to be a blue pimwit on its side, either by itself or with a red one. ",d,"exists(function(x1){forall(function(x2){and(and(equal(x1,'blue','colour'), or(equal(x1,'lhs','orientation'),equal(x1,'rhs','orientation'))), not(equal(x2,'green','colour')))}, X)}, X)"
354,3,Nothing is upright,oozefhavib,"I think if there are 2 different color figures pointing to opposite sides, the starts will come out.",d,"exists(function(x1){exists(function(x2){and(and(not(equal(x1,x2,'colour')), equal(x1,'rhs','orientation')), equal(x2,'lhs','orientation'))}, X)}, X)"
355,3,Nothing is upright,psbaqbrwjt,Objects of the same size and color touching,d,"exists(function(x1){exists(function(x2){and(and(equal(x1,x2,'size'), equal(x1,x2,'colour')), hor(x1,x2,'contact'))}, X)}, X)"
356,3,Nothing is upright,wsuhwfjzbr,Two of the blocks must be touching.,d,"exactly(function(x1){exists(function(x2){and(hor(x1,x2,'contact'), not(equal(x1,x2,'object')))}, X)}, 2, X)"
357,3,Nothing is upright,aezlpkseyg,I dont know. three triangles with two propped sideways against each other and the other off to the side sideways?,o,"exactly(function(x1){exactly(function(x2){exists(function(x3){forall(function(x4){and(hor(x2,x3,'contact'), not(equal(x4, 'upright','orientation')))}, X)}, X)}, 2, X)}, 3, X)"
358,3,Nothing is upright,uizgidkvdm,Stars seem to come out if none of the bemmies are facing straight up.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
359,3,Nothing is upright,nvnrkksmit,There must be two blocks leaning on each other.,d,"exactly(function(x1){exists(function(x2){and(and(and(hor(x1,x2,'contact'), not(equal(x1,x2,'object'))), not(equal(x1,'upright','orientation'))), not(equal(x2,'upright','orientation')))}, X)}, 2, X)"
360,3,Nothing is upright,walbpcrtau,There should be a small blue item.,d,"exists(function(x1){and(equal(x1,1,'size'), equal(x1,'blue','colour'))}, X)"
361,3,Nothing is upright,toafksdbom,The yok for sure cant be straight up and down. I only tested the blue so Im not sure if it applies to other colors as well. ,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
362,3,Nothing is upright,xcmvwgxolf,at least one needs to by lying with one side on the ground,d,"atleast(function(x1){or(equal(x1,'lhs','orientation'),equal(x1,'rhs','orientation'))},1, X)"
363,3,Nothing is upright,agkyeueoas,There can not be any blocks standing up straight if you want stars to come out.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
364,3,Nothing is upright,grvepgozqb,"Stars will come out when a red tig is present and not pointed vertically, only in the presence of a blue tig.",d,"exists(function(x1){exists(function(x2){}, X)}, X)"
365,3,Nothing is upright,hccfdfsuum,I have no idea,n,
366,3,Nothing is upright,geopmvlndi,I think there has to be at least 2 kovas that are touching or resting on the other piece.,d,"exists(function(x1){exists(function(x2){hor(x1,x2,'contact')}, X)},  X)"
367,3,Nothing is upright,zbggjxcvuu,"because each one is angled, not straight up and down",c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
368,3,Nothing is upright,iadryrexqo,"I think the kovas will shoot stars only if none of the objects are pointing too straight in the air, they can point someone in the air, but it has to be at a shallow angle, if the angle is too sharp upwards, the star will not show.",c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
369,3,Nothing is upright,vltlpgocqb,There has to be at least one laying sideways on the ground,d,"atleast(function(x1){or(equal(x1, 'lhs','orientation'),equal(x1,'rhs','orientation'))},1,X)"
370,3,Nothing is upright,hxgoohdfvi,I dont know.,n,
371,3,Nothing is upright,conmvlhlgo,It must contain a small and large block of different colors.,d,"exists(function(x1){exists(function(x2){and(and(equal(x1,1,'size'), equal(x2,3,'size')), not(equal(x1,x2,'colour')))}, X)},  X)"
372,3,Nothing is upright,mznmogndzw,The rule is that all the color angles cant be standing up right pointing up. They all have to be on their long sides not on their short side and it can be any sizes and any color as long as they are not standing on their short side of the angle.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
373,3,Nothing is upright,rlthgmsegt,It seemed like the yoks had to be on their sides for the stars to come out.,u,"forall(function(x1){or(equal(x1, 'lhs','orientation'),equal(x1,'rhs','orientation'))},X)"
374,3,Nothing is upright,xefdssuqsx,I believe Tigs work as long as there is at least one red triangle (any size).,d,"atleast(function(x1){equal(x1,'red','colour')}, 1,X)"
375,3,Nothing is upright,mikejpbltc,You have to have at least a large red pimwits and at least one blue pimwits for the starts to shoot out. ,d,"atleast(function(x1){atleast(function(x2){and(and(equal(x1,'red','colour'), equal(x1,3,'size')), equal(x2,'blue','colour'))}, 1,X)}, 1,X)"
376,3,Nothing is upright,wxghchdwtc,All of the yoks had to be tilted onto their side regardless of size or color. ,u,"forall(function(x1){or(equal(x1, 'lhs','orientation'),equal(x1,'rhs','orientation'))},X)"
377,3,Nothing is upright,rzrpjzwpua,All the blocks have to be at an angle from their base.,c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
378,3,Nothing is upright,zblqdccjyg,"All Bemmies are laying down, not upright and standing. ",c,"forall(function(x1){not(equal(x1,'upright','orientation'))}, X)"
379,3,Nothing is upright,nsycrlsseg,There is at least one blue and no green triangle.,d,"atleast(function(x1){forall(function(x2){and(equal(x1,'blue','colour'), not(equal(x2,'green','colour')))}, X)},1, X)"
380,3,Nothing is upright,qoggilfnyb,i dont know,n,
381,3,Nothing is upright,azkqsplqvx,There can be no more than three blocks present and at least one has to be on its side.,d,"atmost(function(x1){atleast(function(x2){or(equal(x2, 'lhs','orientation'),equal(x2,'rhs','orientation'))}, 1, X)},3, X)"
382,3,Nothing is upright,gxdhieftck,two red large blocks must touch each other ,d,"exactly(function(x1){exists(function(x2){and(and(and(and(and(equal(x1,'red','colour'), equal(x1,3,'size')), equal(x2,'red','colour')), equal(x2,3,'size')), not(equal(x1,x2,'object'))), hor(x1,x2,'contact'))}, X)}, 2,X)"
383,3,Nothing is upright,zvqbvbzaox,all triangles have to be on their side,u,"forall(function(x1){or(equal(x1, 'lhs','orientation'),equal(x1,'rhs','orientation'))},X)"
384,3,Nothing is upright,fwbgjmzbof,I do not know,n,
385,3,Nothing is upright,rdsmyidehb,"This is difficult, do your best to make the triangles fall on their sides to make the stars come out.",u,"forall(function(x1){or(equal(x1, 'lhs','orientation'),equal(x1,'rhs','orientation'))},X)"
386,4,One is blue,cbkluyqyam,"must contain more that one color, must touch at least one block and must include  at least one small block",d,"exists(function(x1){exists(function(x2){exists(function(x3){exists(function(x4){exists(function(x5){and(and(not(equal(x1,x2,'colour')), hor(x3,x4,'contact')), equal(x5,1,'size'))}, X)}, X)}, X)}, X)}, X)"
387,4,One is blue,cvtwudraqm,When there is only one green cone present,d,"exactly(function(x1){forall(function(x2){equal(x2,'green','colour')}, X)}, 1, X)"
388,4,One is blue,vlockciwzp,There has to be one or more of red and green but only one blue.,o,"exists(function(x1){exists(function(x2){exactly(function(x3){and(and(equal(x1,'red','colour'), equal(x2, 'green','colour')),equal(x3, 'blue','colour') )}, 1, X)}, X)}, X)"
389,4,One is blue,kgbijmrczj,There needs to be a blue combined with another color but there cant be two of the same color.,o,"exists(function(x1){exists(function(x2){atmost(function(x3){exists(function(x4){and(and(equal(x1,'blue','colour'), not(equal(x2, x1,'colour'))), equal(x3,x4,'colour'))}, X)}, 2, X)}, X)}, X)"
390,4,One is blue,vcuqgjegsa,Kovas must have at least one blue and one green piece.,d,"exists(function(x1){exists(function(x2){and(equal(x1,'blue','colour'), equal(x2,'green','colour'))}, X)}, X)"
391,4,One is blue,bhdujwkcbn,Need one of each color to be present,o,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
392,4,One is blue,pvydutloyc,There must be one blue kovas. There cannot be more than one.,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
393,4,One is blue,oppkyacsnu,The kovas make stars only if there is at least one blue block.,u,"atleast(function(x1){equal(x1,'blue','colour')}, 1, X)"
394,4,One is blue,diwvecfaqr,must be touching or not touching of a different color,v,
395,4,One is blue,xgkqtbnuol,No more than one blue and one green?,o,"atmost(function(x1){atmost(function(x2){and(equal(x1,'blue','colour'), equal(x2,'green','colour'))}, 1, X)}, 1, X)"
396,4,One is blue,gfskfcekgs,I think it might be if there is exactly one blue in the image,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
397,4,One is blue,ueeodbekmp,A Tig must include one block of each different color and at lest two different sizes. ,o,"exists(function(x1){exists(function(x2){exists(function(x3){exists(function(x4){exists(function(x5){and(and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour')), not(equal(x4,x5,'size')))}, X)}, X)}, X)}, X)}, X)"
398,4,One is blue,qqvfwssvmb,there must be one block of each color.,o,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
399,4,One is blue,pcebewminm,when there is  different type of size in all color,v,"exists(function(x1){exists(function(x2){exists(function(x3){exists(function(x4){exists(function(x5){and(and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour')), not(equal(x4,x5,'size')))}, X)}, X)}, X)}, X)}, X)"
400,4,One is blue,cmnvimzjrf,There can only be one purple block (no more than one) plus any of the other colored blocks.,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
401,4,One is blue,eprumtunkk,i have no idea,n,
402,4,One is blue,garvmmwjwh,"For the tigs, you need to have at least one tig of each color for the stars to come out",d,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
403,4,One is blue,oozefhavib,There has to be a blue figure present to make the stars come out,u,"exists(function(x1){equal(x1,'blue','colour')},  X)"
404,4,One is blue,psbaqbrwjt,I do not know,n,
405,4,One is blue,wsuhwfjzbr,There has to be at least one red or blue block touching another block.,d,"exists(function(x1){exists(function(x2){and(or(equal(x1,'red','colour'),equal(x1,'blue','colour')), hor(x1,x2,'contact'))}, X)}, X)"
406,4,One is blue,aezlpkseyg,Three triangles with one sitting sideways against another.,d,"exactly(function(x1){exists(function(x2){exists(function(x3){and(hor(x2,x3,'contact'), not(equal(x2,'upright','orientation')))}, X)}, X)}, 3, X)"
407,4,One is blue,uizgidkvdm,Stars seem to come out of pimwits if there is at least one blue pimwits.,u,"atleast(function(x1){equal(x1,'blue','colour')},  1, X)"
408,4,One is blue,nvnrkksmit,Each block must have at least one of each color,d,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
409,4,One is blue,walbpcrtau,Because I think the red target should be lrger than the blue.,d,"exists(function(x1) {exists(function(x2) {and(and(equal(x1, 'red', 'colour'), equal(x2,'blue','colour')), greater(x1,x2,'size'))}, X)}, X)"
410,4,One is blue,toafksdbom,"There has to be at least one blue bemmie in the box, any size will work. ",u,"atleast(function(x1){equal(x1,'blue','colour')},  1, X)"
411,4,One is blue,xcmvwgxolf,one piece has to be leaning on another,d,"exists(function(x1){exists(function(x2){and(hor(x1,x2,'contact'), not(equal(x2, 'upright','orientation')))}, X)}, X)"
412,4,One is blue,agkyeueoas,There must be one blue block in order for the stars to come out.  The other block colors do not matter. ,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
413,4,One is blue,grvepgozqb,Star will come out when there is only one blue yok.,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
414,4,One is blue,hccfdfsuum,different colors ,v,"exists(function(x1) {exists(function(x2) {not(equal(x1,x2,'colour'))}, X)}, X)"
415,4,One is blue,geopmvlndi,I think it requires all three color variations and at least one to be tilted or on its side.,d,"exists(function(x1){exists(function(x2){exists(function(x3){exists(function(x4){and(and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour')), not(equal(x4,'upright','orientation')))}, X)}, X)}, X)}, X)"
416,4,One is blue,zbggjxcvuu,some up and some are sideways,d,"exists(function(x1){exists(function(x2){and(equal(x1,'upright','orientation'), not(equal(x2, 'upright','orientation')))}, X)}, X)"
417,4,One is blue,iadryrexqo,"I think the rule for how pimwits work is that any combination of four objects, regardless of color, size, orientation, will show stars, any more than four and it will not show a star.",d,"exactly(function(x1){T}, 4, X)"
418,4,One is blue,vltlpgocqb,There has to be at least 1 blue,u,"atleast(function(x1){equal(x1,'blue','colour')}, 1, X)"
419,4,One is blue,hxgoohdfvi,"I think that bennies shoot stars out of them as long as a block of each color (one red, one green, one blue) is used no matter what size or how they are placed.",o,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
420,4,One is blue,conmvlhlgo,The blocks cant be all one color or only red and green.,d,"forall(function(x1){exists(function(x2){exists(function(x3){and(not(equal(x1,x2,'colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
421,4,One is blue,mznmogndzw,The red cant be pointing upright but can be on its long sides and there has to be a small green and a big blue with the red one.,d,"exists(function(x1) {exists(function(x2) {exists(function(x3) {and(and(and(and(and(equal(x1,'red','colour'), equal(x2,'blue','colour')), equal(x3,'green','colour')), not(equal(x1,'upright','orientation'))), equal(x2,1,'size')), equal(x3,3,'size'))}, X)}, X)}, X)"
422,4,One is blue,rlthgmsegt,"I could not really tell for this one. The triangles that included blue or red always seemed to have stars come out , but I am not 100% sure.",d,"exists(function(x1){exists(function(x2){and(equal(x1,'red','colour'),equal(x2,'blue','colour'))}, X)}, X)"
423,4,One is blue,xefdssuqsx,I think there has to be at least one blue triangle and one green triangle (of any size and position),d,"atleast(function(x1){atleast(function(x2){and(equal(x1,'green','colour'),equal(x2,'blue','colour'))}, 1, X)},1, X)"
424,4,One is blue,mikejpbltc,As long as you have at least one blue tig but no more then 2 blue tigs then the stars will come out. ,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
425,4,One is blue,wxghchdwtc,All three colors of the pimwits had to be present for the stars to show.,d,"exists(function(x1){exists(function(x2){exists(function(x3){and(and(equal(x1,'red','colour'), equal(x2,'green','colour')), equal(x3, 'blue','colour'))}, X)}, X)}, X)"
426,4,One is blue,rzrpjzwpua,There has to be a blue triangle in the scene.,u,"exists(function(x1){equal(x1,'blue','colour')},   X)"
427,4,One is blue,zblqdccjyg,All tigs are a different color.,d,"forall(function(x1){forall(function(x2){or(equal(x1,x2,'object'), not(equal(x1,x2,'colour')))}, X)}, X)"
428,4,One is blue,nsycrlsseg,There is at least one blue triangle.,u,"atleast(function(x1){equal(x1,'blue','colour')}, 1, X)"
429,4,One is blue,qoggilfnyb,very great,n,
430,4,One is blue,azkqsplqvx,There has to be at least one right-side-up blue block.,d,"atleast(function(x1){and(equal(x1,'blue','colour'), equal(x1,'upright','orientation'))}, 1, X)"
431,4,One is blue,gxdhieftck,There must be at least one blue block,u,"atleast(function(x1){equal(x1,'blue','colour')}, 1, X)"
432,4,One is blue,zvqbvbzaox,I think there has to be one blue triangle.,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
433,4,One is blue,fwbgjmzbof,There must be only one blue block,c,"exactly(function(x1){equal(x1,'blue','colour')}, 1, X)"
434,4,One is blue,rdsmyidehb,They can be in more shapes than z or x.,v,
435,5,There is a small blue,cbkluyqyam,at least green block must be present.,d,"atleast(function(x1){equal(x1,'green','colour')}, 1,X)"
436,5,There is a small blue,cvtwudraqm,When a block of the same size or color is over the top of another ,d,"exists(function(x1) {exists(function(x2) {hor(x1,x2,'stacked')}, X)}, X)"
437,5,There is a small blue,vlockciwzp,There has to be at least two blues and one green,d,"atleast(function(x1) {atleast(function(x2) {and(equal(x1,'blue','colour'),equal(x2,'green','colour'))},1, X)},2,X)"
438,5,There is a small blue,kgbijmrczj,Needs to be a small and medium sized blue one.,o,"exists(function(x1){exists(function(x2){and(and(and(equal(x1,1,'size'),equal(x2,2,'size')), equal(x1,'blue','colour')), equal(x2,'blue','colour'))}, X)}, X)"
439,5,There is a small blue,vcuqgjegsa,Pimwits must have at least two blue pieces,d,"atleast(function(x1){equal(x1,'blue','colour')}, 2, X)"
440,5,There is a small blue,bhdujwkcbn,Must contain one small blue block,c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
441,5,There is a small blue,pvydutloyc,There must be at least one small blue tig.,c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
442,5,There is a small blue,oppkyacsnu,The tigs make stars only if there are multiple small blocks.,d,"atleast(function(x1){equal(x1,1,'size')},2, X)"
443,5,There is a small blue,diwvecfaqr,muliple blocks touching,d,"exists(function(x1) {exists(function(x2) {exists(function(x3) {exists(function(x4) {and(and(hor(x1,x2,'contact'), hor(x3,x4,'contact')), not(equal(x1,x3, 'object')))}, X)}, X)}, X)}, X)"
444,5,There is a small blue,xgkqtbnuol,At least 5 vertical cones.,d,"atleast(function(x1){equal(x1,'upright','orientation')}, 5, X)"
445,5,There is a small blue,gfskfcekgs,I believe the rule is that there must be a medium green and a small blue in the image,o,"exists(function(x1){exists(function(x2){and(and(and(equal(x1,2,'size'), equal(x1,'green','colour')), equal(x2,1,'size')), equal(x2,'blue','colour'))}, X)}, X)"
446,5,There is a small blue,ueeodbekmp,A yok must contain 3 different sized green blocks and at least one blue block or 3 different sized blue blocks and at least one green block. ,d,"exactly(function(x1){exactly(function(x2){or(and(equal(x1,'green','colour'), equal(x2,'blue','colour')), and(equal(x1,'blue','colour'), equal(x2,'green','colour')))}, 2, X)}, 3, X)"
447,5,There is a small blue,qqvfwssvmb,There must be one small blue block.,c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
448,5,There is a small blue,pcebewminm,"when there is one small blue block
when there is two green and two red
when there is no green",m,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
449,5,There is a small blue,cmnvimzjrf,There must be at least one purple block.,u,"atleast(function(x1){equal(x1,'blue','colour')}, 1,X)"
450,5,There is a small blue,eprumtunkk,i have no idea,n,
451,5,There is a small blue,garvmmwjwh,"I think for the kovas, there just has to be a small blue one in the picture",c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
452,5,There is a small blue,oozefhavib,I dont know. ,n,
453,5,There is a small blue,psbaqbrwjt,"All the green blocks are as big or bigger than the blue blocks, with at least one blue block",d,"exists(function(x1){forall(function(x2){and(equal(x1,'blue','colour'), or(not(equal(x2,'green','colour')), grequal(x2,x1,'size')))}, X)}, X)"
454,5,There is a small blue,wsuhwfjzbr,There has to be a small blue triangle present.,c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
455,5,There is a small blue,aezlpkseyg,I dont know.,n,
456,5,There is a small blue,uizgidkvdm,Stars seem to come out of kovas if there is at least one small blue kovas.,c,"exists(function(x1){and(equal(x1,'blue','colour'), equal(x1, 1, 'size'))}, X)"
